nohup: ignoring input
Warning: HR_DepthDecoder, MPVIT, DeepNet not imported
pid:  50851
Warning: HR_DepthDecoder, MPVIT, DeepNet not imported
Warning: HR_DepthDecoder, MPVIT, DeepNet not imported
pid:  50852
pid:  50853
Warning: HR_DepthDecoder, MPVIT, DeepNet not imported
pid:  50850
Mixing rate is:  [0, 0.5, 1]
==>Building network:
train plane net
Mixing rate is:  [0, 0.5, 1]
==>Building network:
train plane net
Mixing rate is:  [0, 0.5, 1]
==>Building network:
train plane net
Mixing rate is:  [0, 0.5, 1]
==>Building network:
train plane net
use 49 xy planes, 14 xz planes and 0 yz planes.
use 49 xy planes, 14 xz planes and 0 yz planes.
use 49 xy planes, 14 xz planes and 0 yz planes.
use 49 xy planes, 14 xz planes and 0 yz planes.
use DenseAspp Block
use DenseAspp Block
use DenseAspp Block
use DenseAspp Block
use mixture Lap loss
use mixture Lap loss
use plane residual
use plane residual
use mixture Lap loss
use plane residual
use mixture Lap loss
use plane residual
Training model named:   WeatherDepthPld
Models and tensorboard events files are saved to:   /data/*/PlaneDepth/log_err
Training is using:   cuda
Training model named:   WeatherDepthPld
Models and tensorboard events files are saved to:   /data/*/PlaneDepth/log_err
Training is using:   cuda
Training model named:   WeatherDepthPld
Models and tensorboard events files are saved to:   /data/*/PlaneDepth/log_err
Training is using:   cuda
Training model named:   WeatherDepthPld
Models and tensorboard events files are saved to:   /data/*/PlaneDepth/log_err
Training is using:   cuda
change level from: -1 to: 0
Using split:
   eigen_full_left
There are 22600 training items , 697 validation items

Has Removed old log files at:   /data/*/PlaneDepth/log_err/WeatherDepthPld
copy ./trainer.py -> /data/*/PlaneDepth/log_err/WeatherDepthPld/trainer.py
copy ./networks/depth_decoder.py -> /data/*/PlaneDepth/log_err/WeatherDepthPld/depth_decoder.py
./train_ResNet.sh not exist!
Loading ground truth depths... change level from: -1 to: 0
Loading ground truth depths... change level from: -1 to: 0
Loading ground truth depths... change level from: -1 to: 0
Loading ground truth depths... √
==>Training started...
√
==>Training started...
√
==>Training started...
√
==>Training started...
[W reducer.cpp:1050] Warning: find_unused_parameters=True was specified in DDP constructor, but did not find any unused parameters. This flag results in an extra traversal of the autograd graph every iteration, which can adversely affect performance. If your model indeed never has any unused parameters, consider turning this flag off. Note that this warning may be a false positive your model has flow control causing later iterations to have unused parameters. (function operator())
[W reducer.cpp:1050] Warning: find_unused_parameters=True was specified in DDP constructor, but did not find any unused parameters. This flag results in an extra traversal of the autograd graph every iteration, which can adversely affect performance. If your model indeed never has any unused parameters, consider turning this flag off. Note that this warning may be a false positive your model has flow control causing later iterations to have unused parameters. (function operator())
[W reducer.cpp:1050] Warning: find_unused_parameters=True was specified in DDP constructor, but did not find any unused parameters. This flag results in an extra traversal of the autograd graph every iteration, which can adversely affect performance. If your model indeed never has any unused parameters, consider turning this flag off. Note that this warning may be a false positive your model has flow control causing later iterations to have unused parameters. (function operator())
[W reducer.cpp:1050] Warning: find_unused_parameters=True was specified in DDP constructor, but did not find any unused parameters. This flag results in an extra traversal of the autograd graph every iteration, which can adversely affect performance. If your model indeed never has any unused parameters, consider turning this flag off. Note that this warning may be a false positive your model has flow control causing later iterations to have unused parameters. (function operator())
epoch   0 | batch      0 | examples/s:   1.7 | loss: 3.59196 |contrast: 0.00000 with w=0.01000 and real: 0.00001
epoch   0 | batch    100 | examples/s:   6.1 | loss: 2.17040 |contrast: 0.00020 with w=0.01000 and real: 0.02018
epoch   0 | batch    200 | examples/s:   6.4 | loss: 1.85183 |contrast: 0.00024 with w=0.01000 and real: 0.02414
epoch   0 | batch    300 | examples/s:   6.2 | loss: 1.75485 |contrast: 0.00027 with w=0.01000 and real: 0.02675
epoch   0 | batch    400 | examples/s:   6.3 | loss: 1.67045 |contrast: 0.00028 with w=0.01000 and real: 0.02835
epoch   0 | batch    500 | examples/s:   6.5 | loss: 1.66778 |contrast: 0.00031 with w=0.01000 and real: 0.03135
epoch   0 | batch   1000 | examples/s:   6.4 | loss: 1.51858 |contrast: 0.00055 with w=0.01000 and real: 0.05544
epoch   0 | batch   1500 | examples/s:   6.4 | loss: 1.45346 |contrast: 0.00065 with w=0.01000 and real: 0.06508
epoch   0 | batch   2000 | examples/s:   6.5 | loss: 1.36474 |contrast: 0.00069 with w=0.01000 and real: 0.06920
epoch   0 | batch   2500 | examples/s:   6.4 | loss: 1.30765 |contrast: 0.00070 with w=0.01000 and real: 0.07032
epoch   0 | batch   3000 | examples/s:   6.2 | loss: 1.25418 |contrast: 0.00070 with w=0.01000 and real: 0.07047
epoch   0 | batch   3500 | examples/s:   6.0 | loss: 1.19919 |contrast: 0.00070 with w=0.01000 and real: 0.07027
epoch   0 | batch   4000 | examples/s:   6.5 | loss: 1.17092 |contrast: 0.00071 with w=0.01000 and real: 0.07128
epoch   0 | batch   4500 | examples/s:   6.4 | loss: 1.14206 |contrast: 0.00072 with w=0.01000 and real: 0.07164
epoch   0 | batch   5000 | examples/s:   6.3 | loss: 1.10307 |contrast: 0.00072 with w=0.01000 and real: 0.07219
epoch   0 | batch   5500 | examples/s:   6.5 | loss: 1.08398 |contrast: 0.00073 with w=0.01000 and real: 0.07266
epoch   1 | batch    350 | examples/s:   6.4 | loss: 0.77801 |contrast: 0.00081 with w=0.01000 and real: 0.08114
epoch   1 | batch    850 | examples/s:   6.2 | loss: 0.78189 |contrast: 0.00075 with w=0.01000 and real: 0.07538
epoch   1 | batch   1350 | examples/s:   6.1 | loss: 0.79131 |contrast: 0.00074 with w=0.01000 and real: 0.07438
epoch   1 | batch   1850 | examples/s:   6.5 | loss: 0.80433 |contrast: 0.00074 with w=0.01000 and real: 0.07385
epoch   1 | batch   2350 | examples/s:   6.4 | loss: 0.79985 |contrast: 0.00075 with w=0.01000 and real: 0.07512
epoch   1 | batch   2850 | examples/s:   6.2 | loss: 0.79551 |contrast: 0.00075 with w=0.01000 and real: 0.07479
epoch   1 | batch   3350 | examples/s:   6.4 | loss: 0.78443 |contrast: 0.00075 with w=0.01000 and real: 0.07524
epoch   1 | batch   3850 | examples/s:   6.2 | loss: 0.76549 |contrast: 0.00075 with w=0.01000 and real: 0.07521
epoch   1 | batch   4350 | examples/s:   6.1 | loss: 0.75816 |contrast: 0.00075 with w=0.01000 and real: 0.07470
epoch   1 | batch   4850 | examples/s:   6.1 | loss: 0.76275 |contrast: 0.00074 with w=0.01000 and real: 0.07383
epoch   1 | batch   5350 | examples/s:   6.4 | loss: 0.75804 |contrast: 0.00074 with w=0.01000 and real: 0.07369
epoch   2 | batch    200 | examples/s:   6.4 | loss: 0.73245 |contrast: 0.00141 with w=0.02000 and real: 0.07056
